"kw20.BHI1.F"	"kw20.BHI1.G"	"kw20.BHI1.H"	"kw20.BHI2.F"	"kw20.BHI2.G"	"kw20.BHI2.H"	"kw20.BHI3.F"	"kw20.BHI3.G"	"kw20.BHI3.H"	"kw20.MIV0.A"	"kw20.MIV0.B"	"kw20.MIV0.C"	"kw20.MIV1.A"	"kw20.MIV1.B"	"kw20.MIV1.C"	"kw20.MIV2.A"	"kw20.MIV2.B"	"kw20.MIV2.C"	"kw20.MIV3.A"	"kw20.MIV3.B"	"kw20.MIV3.C"	"sxyx.MIV0.A"	"sxyx.MIV0.B"	"sxyx.MIV0.D"	"sxyx.MIV1.A"	"sxyx.MIV1.B"	"sxyx.MIV1.D"	"sxyx.MIV2.A"	"sxyx.MIV2.B"	"sxyx.MIV2.D"	"sxyx.MIV3.A"	"sxyx.MIV3.B"	"sxyx.MIV3.D"
"gene-HI_0464"	284.76	269.73	294.84	212.67	228.26	222.91	208.26	231.54	245.97	198.91	172.07	231.99	351.58	362.16	414.37	243.86	346.55	303.32	287.19	267.71	233.71	168.51	220.25	264.13	285.54	303.47	494.26	226.07	257.23	393.9	262.55	305.89	403.82
"gene-HI_0465"	506.69	513.47	552.97	353.06	335.12	310.08	300.1	327.98	289.25	376.52	311.43	323.1	655.64	605.19	661.33	440.79	769.02	502.89	592.93	557.69	262.73	296.05	355.36	362.21	495.92	553.01	757.39	421.26	527.87	619.8	533.82	640.38	666.61
"gene-HI_0466"	219.87	213.5	211.09	165.55	179.25	164.15	172.4	181.86	164.98	232.6	197.84	178.27	265.36	266.38	273.09	329.03	327.39	245.06	277.85	288.46	112.9	214.93	190.3	195.88	217.42	206.8	261.66	267.45	252.97	288.28	273.28	220.27	244.22
"gene-HI_0467"	307.67	269.84	259.62	197.96	215.43	205.79	223.26	193.01	220.94	220.46	197.24	241.1	299.9	284.68	344.82	308.24	341.71	385.81	234.32	399.51	384.29	203.93	205.7	267.23	210.35	251.33	307.4	259.97	308.43	326.58	228.19	284.04	292.4
"gene-HI_0468"	92.7	94.18	92.87	44.26	54.94	53.2	44.09	48.56	58.44	60.07	54.29	58.66	65.55	51.72	65.49	72.17	90.88	75.7	65.76	107.75	120.5	70.51	82.43	62.64	51.31	55.96	50.21	62.24	66.69	53.13	63.42	67.2	79.25
"gene-HI_0469"	119.95	111.63	106.62	76.25	80.95	74.81	81.05	72.38	80.86	77.17	66.98	96.65	87.37	70.49	108.99	78.75	107.36	87.54	79.8	106.54	87.41	79.23	94.49	92.92	62.67	77.45	89.52	74.08	84.09	97.03	77.27	100.63	126.03
"gene-HI_0470"	128.08	116.31	114.03	71.33	82.33	80.49	78	81.01	73.73	95.34	86.04	97.43	121.57	88.74	109.44	88.1	122.34	99.06	105.67	110.3	56.12	88.77	101.64	94.23	83.09	94.75	92.8	82.76	94.74	106.37	91.7	113.97	125.09
"gene-HI_0471"	99.46	99.99	99.25	59.04	60.74	63.34	63.93	68.47	68.23	103.34	96.51	85.49	144.19	128.07	110.86	116.6	159.73	100.04	134.62	102.2	44.52	102.08	112.18	74.25	100.41	115.71	97.36	107.78	121.42	114.78	132.12	153.58	132.81
"gene-HI_0472"	77.7	85.85	81.81	60.05	69.39	61.95	64.25	74.94	71.54	67.95	76.35	69.78	112.58	95.46	102.49	94.32	121.29	74.38	110.03	102.92	58.96	74.16	75.09	65.96	90.91	93.79	78.52	93.72	96.49	92.81	87.54	99.09	106.2
"gene-HI_0473"	159.93	158.57	140.31	117.2	137.23	127.89	133.9	140.45	174.01	46.24	72.89	141.27	73.5	60.96	170.56	54.09	67.38	128.36	57.38	74.2	69.91	48.23	46.55	151.42	41.13	61.87	154.19	48.99	68.78	158.02	51.08	94.01	186.14
"gene-HI_0474"	132.36	121.64	107.59	83.64	95.53	91.22	96.59	99.29	108.49	64.12	74.86	117.26	88.55	61.22	145.23	60.56	70.12	110.15	63.64	66.11	57.55	45.12	57.2	111.23	55.31	67.93	126.86	52.62	62.72	133.81	59.32	82.8	152.72
"gene-HI_0475"	150.73	161.66	147.99	105.14	133.76	127.61	117.17	152.63	145.05	98.74	102.93	130.85	136.25	107.83	162.92	98.83	112.45	145.97	100.64	83.55	64.71	82.88	80.78	133.61	89.3	90.93	178.77	89.96	97.52	181.07	94.59	111.46	184.26
"gene-HI_0476"	84.76	93.56	84.65	82.92	75.32	66.38	69.71	71.46	86.35	46.07	38.02	84.01	59.62	47.93	124.32	68.27	75.5	133.52	67.03	37.5	39.9	34.49	26.19	84.99	42.65	49.12	148.63	53.15	52.02	140.15	86.56	60.7	134.41
"gene-HI_0477"	165.73	153.52	147.49	183.56	137.06	150.61	135.79	134.08	161.79	141.16	168.53	142.76	118.02	143.77	116.49	93.41	119.15	82.38	154.59	99.93	60.75	132.1	130.68	147.79	131.01	123.85	105.42	111.72	105.11	92.58	142.49	135.3	108.68
"gene-HI_0478"	926.85	1020.73	979.34	1182.32	1347.81	1265.39	1361.28	1642.51	1311.31	1531.59	1507.1	1036.81	1791.2	1888.16	1360.66	1329.29	1263.1	650.77	2432.63	1231.97	311.42	1304.95	1231.82	1114.38	2189.98	1920.24	2173.39	1792.99	1806.31	1394.3	2265.92	2204.78	1945.13
"gene-HI_0479"	1123.17	1142.79	1047.17	1211.53	1331.82	1336.63	1315.78	1407.97	1382.5	1458.39	1618.35	1218.93	1943.29	2021.9	1360.94	1100.82	1362.97	647.38	2027.09	1124.14	223.35	1099.76	1397.72	1208.01	1905.41	2422.56	2088.31	1369.6	2107	1356.95	1639.97	2422.74	1788.86
"gene-HI_0480"	1280.05	1410.41	1316.93	1456.38	1594.06	1546.09	1475.52	1805.68	1506.34	1673.33	1741.46	1400.68	1548.75	2026.75	1474.09	1121.41	1364.18	769.31	2213.62	1133.32	187.83	1170.35	1195.35	1339.98	1924.54	1894.85	2341.1	1332.77	1827.57	1685.55	1653.03	2122.63	1969.97
"gene-HI_0481"	1522.93	1550.25	1471.96	1766.35	1802.12	1807.46	1845.2	2164.92	1643.43	1836.46	1865.87	1629.75	1986.46	2430.26	1761.54	1383.39	1726.63	1012.73	2513.78	1339.15	203.21	1339.06	1500.21	1659.45	2272.4	2378.05	2660.99	1635.38	2199.85	2200.25	2039.49	2569.55	2430.57
"gene-HI_0482"	1650.16	1854.96	1770.73	2319.73	2493.4	2443.24	2337.83	2815.53	2252.37	2310.27	2095.72	2083.59	3097.71	3056.68	2382.6	1830.43	2468.43	1580.59	3234.53	1709.13	212.53	1599.37	2027.54	2171.63	3014.9	3287.91	3845.7	2321.48	3229.91	3300.51	2508.05	3615.89	3337.69
"gene-HI_0483"	847.18	859.18	872.9	1220.1	1255.45	1236.1	1297.84	1358.59	1087.11	1272.91	1239.38	1269.24	1811.97	1981.53	1551.93	1275.35	1584.57	1018.22	2078.06	1011.89	146.02	1021.33	1179.73	1131.47	1947.9	2044.93	2286.09	1479.03	1953.24	2118.38	1845.43	2289.42	2047.83
"gene-HI_0484"	1232.98	1249.18	1201.42	2069.7	1829.54	1924.99	2079.22	2048.13	1608.64	1762.8	1695.07	1831.38	1582.45	2762.81	2362.93	1698.23	1965.67	1561.51	2895.33	1511.15	181.68	1418.21	1022.72	1749.4	2556.32	1821.38	3320.38	1950.9	1922.84	2922.28	2559.77	2473.26	3000.13
"gene-HI_0485"	533.01	447.15	467.33	761.12	618.93	715.73	764.68	623.64	509.28	542.72	529.32	626.15	419.43	575.74	575.32	392.55	539.39	363.8	759.7	453.42	169.33	499.04	362.4	659.24	603.41	463.29	835.56	445.88	420.74	695.13	931.99	679.13	841.77
"gene-HI_0485.1"	290.5	308.65	257.64	662.8	472.39	483.72	639.1	518.57	421.91	94.62	132.91	454.93	102.48	179.17	513	183.36	145.81	355.34	234.17	295.57	447.25	124.86	94.4	461.39	123.79	135.62	763.93	99.21	110.33	659.8	528.34	224.71	800.99
"gene-HI_0486"	82.82	92.66	79.04	108.38	101.35	100.37	116.79	121.94	145.22	122.5	92.67	71.2	172.37	218.71	154.11	240.28	310.97	218.25	172.06	323.23	136.73	101.51	73.72	94.83	132.69	98.38	156.24	189.78	138.64	202.21	185.46	128.28	179.17
"gene-HI_0487"	15.21	15.54	20.73	50.98	40.05	41.42	69.92	76.53	85.59	38.99	50.54	30.25	124.52	162.19	137.14	162.86	290.57	169.61	172.23	286.48	264.61	47.52	33.89	39.21	88.28	77.68	129.56	141.05	110.25	160.29	205.46	123.75	200.54
"gene-HI_0488"	186.24	171.55	155.93	123.58	136.02	116.14	121.28	147.7	172.61	49.28	87.81	124.45	54.4	40.98	151.51	44.57	48.85	123.52	48.44	79.75	153.36	39.59	34.74	130.14	37.06	44.2	121.38	44.14	37.61	74.57	56.58	51.04	113.52
"gene-HI_0489"	157.8	173.2	186.75	128.97	102.85	101.77	114.74	132.3	134.47	116.6	123.7	140.38	143.93	131.71	224.96	162.18	211.01	253.05	233.56	232.11	251.55	127.28	102.87	121.6	130.67	125.92	142.29	156.66	128.16	163.42	259.98	176.06	174.97
"gene-HI_0491"	208.36	217.03	196.32	293.79	259.69	295.4	328.58	292.85	253.31	349.64	283.82	275.86	362.2	341.6	304.26	356.16	347.81	256.91	326.66	279.73	66.98	318.28	311.07	285.72	302.21	259.56	345.42	371.99	313.46	323.05	284.59	247.77	273.41
"gene-HI_0493"	14.33	19.02	20.86	5.7	9.97	9.29	6.68	9.46	8.12	13.91	11.85	9.8	13.59	14.8	21.26	17.61	33.71	22.01	27.96	25.26	42.75	18.31	14.63	6.68	16.21	8.08	13.26	22.35	17.25	22.58	21.17	16.33	46.04
"gene-HI_0494"	13.03	14.83	12.95	14.38	14.72	14.11	12.71	16.13	17.58	19.26	13.09	10.69	93.91	72.74	42.61	62.08	98.99	52.06	37.55	42.32	37	16.04	17.66	12.85	62.19	61.43	60.21	60.59	45.81	55.41	47.92	41.22	38.66
"gene-HI_0495"	9.42	10.35	10.31	13.58	12.93	13.33	16.81	17.42	14.11	16.34	13.81	8.93	98.5	62.78	48.05	53.99	74.23	53.16	29.16	32.17	58.07	19.75	15.71	12.43	50.85	51.3	57.54	51.9	63.13	45.9	34.25	30.69	26.51
"gene-HI_0496"	451.15	362.07	566.25	84.76	176.31	188.34	176.52	143.32	109.24	198.28	147.73	244.88	332.32	348.72	592.62	111.4	74.02	185.71	88.97	53.13	145.56	260.53	240.7	207.67	304.92	217.64	936.08	113.03	129.27	147.33	80.21	104.77	193.04
"gene-HI_0497"	570.8	549.84	931.33	130.28	311.55	295	232.47	243.48	196.28	396.41	236.04	321.57	613.84	514.12	650.44	180.04	139.46	232.43	170.99	75.79	211.05	503.05	491.72	267.63	567.98	393.4	1198.75	189.68	222.79	202.58	152.28	169.41	244.84
"gene-HI_0498"	479.59	538.2	507.08	474.04	481.02	434.88	403.24	463.58	272.06	693.68	506.93	452.45	440.38	601.48	494.12	413.87	393.15	437.89	483.58	1682.05	1487.62	529.67	424.46	467.52	469.19	361.36	439.98	393.69	391.03	546.64	364.7	309.73	470.55
"gene-HI_0499"	64.69	62.4	54.01	51.63	65.47	54.42	63.69	72.28	60.27	45.24	43.97	62.14	71.74	60.41	131.94	63.85	64.84	101.85	52.28	96.63	75.79	39.3	37.67	71.24	59.05	56.77	96.66	67.89	58.11	83.69	57.73	57.02	107.6
"gene-HI_0500"	111.32	111.77	92.19	86.29	88.94	82.04	91.06	95.88	84.63	128.19	109.73	93.61	106.09	84.6	95.81	74.24	83.23	92.88	86.99	58.53	92.63	129.49	132.06	94.15	100.95	108.87	86.26	92.63	86.2	66.82	89.7	72.42	81.33
"gene-HI_0501"	6.34	8.16	8.94	28.68	29.45	22.67	21.77	35.24	32.68	23.27	22.51	13.73	100.74	64.81	91.28	109.63	106.12	126.21	36.41	72.64	116.72	7.15	5.93	12.71	46.76	42.44	84.08	70.87	47.2	69.26	39.73	31.64	43.25
"gene-HI_0502"	6.05	6.44	5.72	16.69	16.69	11.56	13.23	15.42	17.13	7.62	8.3	8.74	27.44	20.6	59.58	28.13	25.53	66.87	12.17	19.97	17.21	3.07	4.02	9.66	14.87	13.15	46.66	15.99	13.12	38.02	9.95	16.97	40.77
"gene-HI_0503"	11.97	11.77	11.99	23.3	20.69	15.53	20.04	20.79	20.16	8.16	11.77	13.71	34.65	30.93	58.81	48.62	49.72	79.32	26.28	35.98	33.25	7.02	6.31	15.36	19.76	17.35	61.4	29.44	25.65	63.7	25.79	34.8	63.86
"gene-HI_0504"	36.05	37.79	35.8	86.3	95.5	91.47	148.01	135.84	150.74	65.15	49.18	58.49	890.21	697.03	712.74	1445.44	1502.66	1657.89	854.53	1347.6	1324.21	37.79	42.97	75.2	343.83	340.4	483.97	764.68	764.63	1355.98	717.57	837.97	970.67
"gene-HI_0505"	53.81	57.06	55.97	73.93	81.51	73.74	83.43	88.63	87.4	31.05	34.67	69.99	83.77	64.42	214.23	88.53	82.47	233.97	61.34	86.33	123.42	30.33	24.33	73.92	52.54	57.12	163.57	68.88	62.04	186.08	55.81	87.96	169.59
"gene-HI_0506"	35.86	36.93	34.48	37.51	41.05	34.8	35.61	43.04	35.87	11.39	13.5	36.05	37.4	25.06	109.9	38.98	48.08	122.58	30.8	51.14	79.99	12.6	12.52	34.5	22.93	22.13	79.09	32.79	29.61	90.77	26.44	32.91	83.47
"gene-HI_0507"	151.13	178.1	162.13	124.33	116.25	116.91	103.44	88.91	74.02	145.25	115.32	119	60.3	66.42	86.59	48.69	100.27	66.8	114.29	188.75	167.21	149.82	126.39	128.9	72.05	60.47	97.86	63.79	46.93	102.38	131.89	91.13	138.28
"gene-HI_0508"	256.18	218.05	236.78	245.55	214.52	213.75	288.95	272.95	299.56	221.95	215.61	244.7	387.79	365.59	417.79	395.3	487.22	421.82	412.9	500.83	357.67	243.28	252.44	241.3	298.64	331.67	321.09	325.83	353.94	339.08	414.04	439.06	414.11
"gene-HI_0509"	133.4	122.81	117.71	85.12	83.73	84.37	77.68	85.47	63.68	56.94	71.95	90.03	24.18	20.95	48.05	25.27	24.4	37.41	43.76	27.61	39.71	48.47	49.65	95.56	33.27	31.58	48.65	32.11	34.26	35.68	38.66	50.53	61.53
"gene-HI_0510"	90.55	107.91	103.52	99.63	104.58	92.57	84.09	98.28	84.14	107.35	88.5	79.94	120.77	132.04	114.29	120.29	127.95	129.06	77.2	165.33	209.25	85.68	106.34	90.46	102.52	110.2	114.48	117.2	129.32	133.67	73.68	67.7	110.81
"gene-HI_0511"	97.73	95.76	99.73	68.77	66.5	72.31	67.05	66.4	79.46	108.75	86.26	82.93	111.7	133	91.76	117.86	159.17	117.6	105.48	87.94	76.78	109.2	89.51	82.62	98.62	85.97	80.76	110.83	102.48	102.14	109.92	107.01	100.68
"gene-HI_0512"	300.44	327.06	338.03	276.27	292.25	304.17	259.26	275.25	357.9	215.14	172.7	259.46	32.6	44.55	83.84	56.26	31.22	84.8	92.63	31.88	69.1	248.76	125.66	289.84	78.52	53.42	125.16	57.66	42.71	74.13	120.08	55.23	128.28
"gene-HI_0513"	138.63	152.33	148.6	94.34	89.21	103.37	83.86	93.42	85.85	28.5	39.74	97.31	6.73	9.67	35.95	15.31	6.92	32.36	21.11	7.72	35.64	37.94	28.43	93.04	12.46	12.24	38.78	6.75	11.09	33.2	34.84	15.67	61.32
"gene-HI_0514"	1176.7	1133.85	1143.14	946.11	915.71	1044.86	998.12	1039.55	1105.03	1195.54	1279.24	1121.82	518.09	524.9	492.27	548.19	492.9	438.19	1107.37	352.58	322.7	1135.37	1371.27	1068.03	781.87	904.67	615.51	703	985.16	503.43	976.52	1352.16	969.12
"gene-HI_0515"	1307.5	1327.95	1282.18	904.23	1029.97	1114.76	939.55	1091.11	1056.11	1162.88	1237.3	1046.28	450.75	489.38	498.24	579.93	375.36	490.27	916.54	360.04	307.75	1026.41	1172.65	1119.15	674.6	741.93	507.56	728.77	942.85	498.09	767.33	1144.09	777.69
"gene-HI_0516"	3942.29	4212.68	4213	5133.97	5075.56	5342.82	4688.7	4939.25	4644.35	6421.38	6879.34	5526.15	2567.97	2121.16	1854.78	1484.35	2052.93	892.72	4847.51	5497.18	1573.45	8526.62	7808.37	4495.01	4058.46	3913.09	2142.05	2957.65	2833.32	1735.83	5038.72	4453.42	3088.67
"gene-HI_0517"	8933.87	9963.31	9790.56	12123.72	13016.58	12841.27	10666.38	11663.8	11812.94	14199.35	14175.33	12050.62	5776.49	4642.72	4165.15	2752.43	4497.02	1892.97	9720.9	13211.8	4572.14	17281.47	16249.7	10848.58	7896.83	8173.68	4817.89	5848.91	5856.86	3914.01	9588.46	9082.55	6805.5
"gene-HI_0518"	877.99	841.69	807.6	1260.95	1287.01	1245.59	1638.5	1730.36	1668.15	1335.09	982.96	1166.88	1009.32	680.83	807.38	1329.31	735.07	861.15	1044.03	188.5	148.01	982.23	1002.86	1349.76	1326.29	756.24	965.91	1523.87	1431.17	981.46	1036.33	1014.34	941.59
"gene-HI_0519"	797.85	684.25	647.77	1187.4	1157.91	1013.03	1372.81	1535.56	1324.96	258.5	249.02	910.56	460.32	336.96	2163.35	508.46	327.02	1742.54	285.36	294.07	678.76	178.23	164.58	1108.56	423.65	332.54	2173.21	501.2	446.1	1905.61	294.09	266.47	1323.93
"gene-HI_0520"	54.91	57.14	56.96	550.79	465.29	401.35	653.52	766.26	807.01	165.68	265.41	224.73	486.22	487.74	588.56	755.67	509.75	797.04	460.51	382.43	86.03	69.71	77.5	214.76	413.95	381.77	483.98	874.66	689.97	572.62	590.13	452.99	575.52
"gene-HI_0521"	76	81.88	87.56	932.71	719.32	697.01	1019.96	1120.39	1022.05	281.15	499.17	346.37	698.3	750.57	668.18	875.92	600.82	1018.7	540.4	617.9	209.44	103.98	135	353.02	559.91	603.5	748.06	898.06	912.91	733.32	662.06	592.59	741.03
"gene-HI_0522"	106.49	118.07	122.91	84.98	84	88.35	91.65	85.17	92.99	105.95	103.03	89.77	138.85	118.45	116.4	125.81	183.15	116.4	122.65	154.43	72.43	100.38	103.97	86.78	102.24	102.95	118.61	133.81	122.63	129.16	131.76	113.09	126.01
"gene-HI_0523"	141.51	145.08	143.42	133.81	124.79	122.55	132.48	125.94	115.29	169.92	150.1	136.17	250.19	224.66	208.15	285.31	340.65	265.27	273.85	412.44	184.94	171.16	178.53	123.27	216.03	205.45	191.75	287.87	270.91	238.55	258.98	233.26	251.79
"gene-HI_0524"	764.05	710.26	663.87	977.71	951.66	982.23	1222.29	1066.81	1144.76	487.27	702.77	1122.37	832.99	627.01	1415.59	757.15	675.81	1410.74	612.23	399.13	266.86	398.11	379.73	1183.01	615.72	674.57	1327.5	700.43	754.49	1579.36	531.09	750.06	1361.2
"gene-HI_0525"	574.89	539.2	520.56	732.9	698.78	675.99	818.93	796.64	798.39	561.52	659.14	790.32	1107.15	995.47	1071.09	1173.85	1083.61	1282.45	785.54	946.61	644.66	444.91	471.17	811.07	877.78	830.05	920.48	1005.65	1122.96	1272.95	699.69	853.93	992.97
"gene-HI_0526"	167	162.46	145.64	155.63	139.94	142.95	150.04	160.42	141.09	186.8	169.98	146.56	156.89	143.67	154.63	145.38	193.47	136.61	191.63	99.53	103.93	192.91	178.23	143.17	156.06	152.68	141.3	175.44	154.3	147.65	201.72	167.95	166.61
"gene-HI_0527"	199.56	197.59	182.36	159.16	132.02	147.81	137.31	140.49	130.87	205.31	203.12	135.07	99.28	94.41	158.97	104.14	122.82	130.85	112.97	102.24	110.77	215.38	237.3	132.28	114.4	114.5	96.94	124.03	127.74	106.68	120.69	127.79	132.28
"gene-HI_0528"	212.49	192.39	176.82	169.98	186.26	164.22	180.06	206.15	234.77	127.59	172.81	160.7	165.24	165.24	241.42	188.3	203.8	245.89	166.86	194.46	148.39	108.3	113.88	194.68	123.38	136.34	187.39	176.92	204.91	194.47	151.97	212.6	226.95
"gene-HI_0529"	123.46	110.05	108.82	81.59	93.66	89.43	85.14	96.25	91.13	78.17	99.72	103.12	93.71	85.93	106.85	108.74	94.94	133.56	68.28	86.07	47.82	76.79	77	101.57	68.65	83.78	84.42	102.55	101.79	75.11	75.85	84.22	89.11
"gene-HI_0530"	275.3	252.61	231.02	201.12	221.78	209.32	220.42	216.5	241.44	212.2	220.66	226.05	246.91	199.09	251.31	309.97	216.38	354.59	176.37	273.23	210.11	207.42	202.93	230.28	180.39	201.95	187.89	262.86	259.93	176.97	197.05	198.31	198.83
"gene-HI_0531"	3272.41	2908.09	2811.2	4575.76	3626.73	3242.96	4450.49	3669.13	2879.51	4250.8	4004.4	3683.04	2697.12	2745.98	2348.82	2334.46	1277.72	1884.19	2689.8	1250.19	1482.29	5512.16	4668.16	3986.2	3827.36	3105.82	2062.53	3848.05	2879.76	1227.44	3525.95	2538.16	1759.62
"gene-HI_0532"	191.82	193.62	206.22	226.26	189.02	182.93	217.87	241.52	210.55	129.41	128.01	180.39	76.9	66.14	130.02	76.43	61.26	153.96	140.13	37.21	166.77	132.68	136.06	167.04	87.34	91.65	127.48	87.3	88.49	86.8	132.09	148.71	121.68
"gene-HI_0533"	509.74	574.98	555.7	451.28	467.59	448.17	436.78	438.76	417.95	496.15	402.8	463.13	502.34	487.17	430.92	475.15	370.84	524.9	493.64	365.46	339.95	510.32	520.78	432.85	497.71	444.97	539.98	481.7	479.85	403.82	441.41	464.04	396.64
"gene-HI_0534"	76.48	69.49	63.53	1183.44	980.9	916.71	2305.25	2106.73	2489.86	167.6	443.97	592.97	9039.44	8006.16	8394.25	10367.77	14087.28	10907.24	5154.92	4782.27	1698	85.65	92.27	485.81	5764.84	6154.54	8730.55	8080.09	8974.74	14887.03	4276.92	4886.28	5648.03
"gene-HI_0535"	138.06	125.93	107.02	97.05	106	92.6	91.69	108.78	92.73	45.96	67.95	118.69	40.37	28.83	113.97	27.48	27.68	67.04	35.3	20.63	51.18	37.64	40.94	114.51	37.36	37.69	95.29	32.21	36.68	72.33	32.18	44.42	110.86
"gene-HI_0536"	176.91	187.95	163.23	133.36	147.64	149.9	148.12	161.17	134.79	163.39	154.14	172.86	178.92	144.7	177.48	141.35	142.41	104.29	177.73	109.21	61.98	135.9	156.1	159.05	161.09	168.71	167.36	152.41	163.13	146.37	159.13	166.78	180.11
"gene-HI_0537"	383.59	335.05	316.48	273.43	281.67	288.74	320.11	330.32	349.99	301.09	263.28	367.08	355.01	258.39	390	370.3	339.31	378.02	434.52	416.93	445.4	262.87	284.81	320.03	301.83	312.65	345.62	427.62	428.84	346.37	518.76	379.64	429.03
"gene-HI_0538"	389.21	418.8	402.12	275.05	374.26	344.17	324.21	376.24	397.77	292.83	259.32	353.16	331.15	263.67	423	349.87	349.17	347.5	343.63	412.94	317.95	244.35	249.19	346.51	282.34	287.84	413.67	381.77	347.99	353.3	408.57	342.85	418.18
"gene-HI_0539"	258.18	244.52	211.07	141.44	172.36	174.41	163.81	171.08	173.02	57.78	92.79	234.5	72.6	53.54	224.57	64.96	53.7	169.66	57.69	93.67	91.4	49.35	55.67	206.66	53.65	71.83	238.31	52.03	66.22	174.54	51.4	84.36	237.3
"gene-HI_0540"	275.83	237.5	190.04	145.2	143.99	165.95	160.63	137.1	133.32	131.4	135.66	228.26	147.79	131.27	244.77	140.52	110.11	147.89	110.12	242.57	125	112.5	124.22	235.3	116.49	124.51	235.89	132.37	128.34	169.48	89.74	122.52	221.24
"gene-HI_0541"	96.94	112.05	88.05	84.45	77.74	91.01	94.44	67.91	89.97	69.79	60.43	100.75	93.2	80.46	155.15	65.6	72.75	105.8	64.37	219.12	604.5	58.49	75.15	98.01	68.27	79.31	141.14	61.52	73.6	124.8	52.84	79.65	139.95
"gene-HI_0542"	1784.36	1874.78	2903.12	576.16	1322.71	1254.23	890.51	1292.4	954.74	1527.66	652.39	1254.36	2451.87	2117.94	2901.7	500.11	575.93	678.59	824.11	702.63	486.88	1469.05	1322.91	1176.47	2082.67	1203.27	5957.12	638.74	635.54	1646.81	637.91	733.61	1335.77
"gene-HI_0543"	1662.07	1401.2	2096.93	430.21	899.28	820.12	650.19	810.98	703.55	521.2	347.25	1036.74	763.12	666.91	2247.37	221.49	194.87	527.54	321.29	265.38	413.66	555.66	511.98	823.8	703.32	434.27	4003.82	226.04	266.61	1034.58	240.27	323.08	976.67
"gene-HI_0544"	5884.23	5539.63	5485.43	6633.47	5713.94	6403.11	6074.99	5215.03	5248.52	7491.56	8309.36	7464.21	1441.05	1449.17	1073.12	1964.55	1163.94	1016.85	4339.5	1710.82	1202.72	8941.95	9609.74	5978.5	3166	3722.81	1686.13	2666.18	3148.19	1849.89	4756.14	4771.89	2606.9
"gene-HI_0545"	6992.39	6195.88	6362.58	7629.27	6997.81	7243.92	7011.79	5926.45	6146.16	6961.23	7710.49	8306.18	1378.67	1203.08	1026.58	1731.64	991.35	1009.9	3609.29	1460.02	1190.05	8184.33	8425.48	7746.57	2626.82	3430.64	1809.98	2124.73	2999.56	1975	4257.59	4182.96	2533.43
"gene-HI_0546"	7350.41	7645.2	7516.49	8245.83	8472.2	8651.87	7204.59	7359.9	7028.97	9320.7	10207.6	8907.34	1702.59	1840.55	1251.44	2411.58	1413.9	1277.68	4999.6	2128.95	1321.26	11402.29	10087.89	7918.92	3873.7	3859.98	2055.29	3483.82	3912.74	2376.12	5315.46	5388.49	3005.09
"gene-HI_0547"	16391.5	17458.12	17039.45	20953.73	20974.65	19411.67	17556.97	16001.82	17001.95	22419.64	20889.04	16905.78	3782.04	3780.91	2666.9	4743.5	2832.4	2761.68	9776.43	4163.25	2724.44	22205.83	24378.25	17898.47	7205.84	9335.43	4344.98	7174.83	8550.88	4570.71	10289.9	11299.04	6272.44
"gene-HI_0548"	282.33	345.7	326.57	451.56	396.52	438.1	481.88	414.3	392.24	356.52	410.61	434.77	275.92	187.31	322.71	162.66	165.72	195.14	303.07	241.8	139.43	419.82	384.56	500.15	308.8	212.12	219.15	351.67	218.49	198.49	493.23	256.02	315.23
"gene-HI_0549"	210.47	202.57	192.24	241.7	198.49	195.58	223.72	217.54	185.43	192	190.5	221.63	562.41	515.75	589.6	666.84	611.23	557.01	316.99	434.51	195.78	179.16	189.68	187.24	416.57	368.76	373.88	722.46	599.49	582.94	375.06	309.15	477
"gene-HI_0550"	256.04	222.36	245.06	307.53	318.98	303.6	376.03	356.44	340.45	114.02	120.28	270.55	221.21	333.6	747.11	481.2	196.02	625.55	139.52	258.7	359.54	138.97	65.13	336.15	250.73	163.23	692.72	208.87	148.77	571.82	299.61	103.14	473.94
"gene-HI_0551"	116.67	107.5	114.5	115.6	99.6	105.28	127.28	103.63	100.79	139.88	106.66	130.47	193.63	172.26	144.61	199.28	205.9	184.34	145.65	209.54	171.98	123.04	134.79	119.4	150.72	148.91	142.11	171.49	172.58	147.65	158.59	143.53	169.15
"gene-HI_0552"	135.37	137.25	129.41	113.84	100.57	109.52	110.19	107.78	90.99	167.51	137.18	120.26	215.87	207.72	130.61	209.5	261.49	165.2	157.75	167.56	61.3	138.12	148.3	110.11	188.45	156.71	147.64	200.63	188.08	160.36	135.73	138.41	141.21
"gene-HI_0553"	608.81	543.05	481.6	630.58	640.04	607.02	744.55	764.55	658.55	254.06	236.15	671.87	439.62	224.03	1317.41	411.45	346.88	977.17	408.88	260.46	224.99	181	172.06	739.09	305.5	231.41	1126.13	360.57	315.11	1148.89	362.79	360.35	1164.67
"gene-HI_0554"	207.85	236.82	232.19	218.56	248.84	213.53	215.32	261.3	216.96	158.72	133.18	216.36	222.69	200.38	343.93	254.01	216.64	242.7	220.91	150.96	119.38	136.25	94.04	235.4	170.41	150.31	351.62	189.45	142.02	318.98	302.45	150.19	275.48
"gene-HI_0555"	384.69	432.05	396.63	345.51	406.24	395.84	436.09	434.05	342.37	501.62	422.78	412.32	804.28	551.92	702.18	791.89	815.84	706.24	635.63	701.29	328.46	321.18	372.67	420.68	603.6	531.96	594.4	754.66	596.01	493.13	732	549.97	541.02
